sentiment_score,value,company
-0.4,Integrity,Progressive Insurance
-0.5,Performance,Progressive Insurance
-0.5,Respect,Progressive Insurance
-1.2,Agility,Providence Health & Services
0.8,Collaboration,Providence Health & Services
1.6,Customer,Providence Health & Services
0.4,Diversity,Providence Health & Services
-0.9,Execution,Providence Health & Services
1.2,Innovation,Providence Health & Services
-0.1,Integrity,Providence Health & Services
-1.2,Performance,Providence Health & Services
-0.6,Respect,Providence Health & Services
-2,Agility,Prudential Financial
1.1,Collaboration,Prudential Financial
1.1,Customer,Prudential Financial
1.1,Diversity,Prudential Financial
-0.6,Execution,Prudential Financial
0.5,Innovation,Prudential Financial
-0.3,Integrity,Prudential Financial
-0.8,Performance,Prudential Financial
0,Respect,Prudential Financial
-1.1,Agility,Publix
1.4,Collaboration,Publix
1.6,Customer,Publix
-0.9,Diversity,Publix
-0.8,Execution,Publix
0.1,Innovation,Publix
-0.6,Integrity,Publix
0.9,Performance,Publix
-0.7,Respect,Publix
-1.1,Agility,PwC
0.5,Collaboration,PwC
0.9,Customer,PwC
1.5,Diversity,PwC
0,Execution,PwC
1.1,Innovation,PwC
-0.8,Integrity,PwC
-0.8,Performance,PwC
-1.4,Respect,PwC
-1.1,Agility,Qualcomm
0.5,Collaboration,Qualcomm
-0.1,Customer,Qualcomm
0.1,Diversity,Qualcomm
-0.4,Execution,Qualcomm
2.5,Innovation,Qualcomm
-0.9,Integrity,Qualcomm
-0.3,Performance,Qualcomm
-0.3,Respect,Qualcomm
-0.8,Agility,Rackspace
0.1,Collaboration,Rackspace
1.7,Customer,Rackspace
0.4,Diversity,Rackspace
-0.7,Execution,Rackspace
1.6,Innovation,Rackspace
-0.9,Integrity,Rackspace
-1.2,Performance,Rackspace
-0.1,Respect,Rackspace
-1.3,Agility,Raising Cane's
1,Collaboration,Raising Cane's
0.5,Customer,Raising Cane's
-0.2,Diversity,Raising Cane's
-0.8,Execution,Raising Cane's
2,Innovation,Raising Cane's
-1.1,Integrity,Raising Cane's
0.3,Performance,Raising Cane's
-0.4,Respect,Raising Cane's
-0.9,Agility,Ralph Lauren
0.7,Collaboration,Ralph Lauren
2,Customer,Ralph Lauren
1.1,Diversity,Ralph Lauren
-0.4,Execution,Ralph Lauren
-0.5,Innovation,Ralph Lauren
-1,Integrity,Ralph Lauren
-0.3,Performance,Ralph Lauren
-0.8,Respect,Ralph Lauren
-0.6,Agility,Raymond James
0.4,Collaboration,Raymond James
2.2,Customer,Raymond James
0.6,Diversity,Raymond James
-1,Execution,Raymond James
0.2,Innovation,Raymond James
0.3,Integrity,Raymond James
-1,Performance,Raymond James
-1.1,Respect,Raymond James
-1.6,Agility,Raytheon
0.2,Collaboration,Raytheon
1,Customer,Raytheon
1.4,Diversity,Raytheon
-0.6,Execution,Raytheon
1.3,Innovation,Raytheon
-0.3,Integrity,Raytheon
-1,Performance,Raytheon
-0.4,Respect,Raytheon
-0.1,Agility,RB
-0.4,Collaboration,RB
-0.6,Customer,RB
2.1,Diversity,RB
0.5,Execution,RB
0.7,Innovation,RB
-1.5,Integrity,RB
0.3,Performance,RB
-1,Respect,RB
-1.9,Agility,RBC
0.1,Collaboration,RBC
2.2,Customer,RBC
0,Diversity,RBC
-0.1,Execution,RBC
-0.3,Innovation,RBC
-0.4,Integrity,RBC
-0.1,Performance,RBC
0.5,Respect,RBC
0,Agility,Red Bull
0.4,Collaboration,Red Bull
0.6,Customer,Red Bull
0,Diversity,Red Bull
-0.1,Execution,Red Bull
2.2,Innovation,Red Bull
-1.6,Integrity,Red Bull
-0.3,Performance,Red Bull
-1.1,Respect,Red Bull
-1.3,Agility,Red Hat
0.9,Collaboration,Red Hat
0.2,Customer,Red Hat
-0.8,Diversity,Red Hat
-0.4,Execution,Red Hat
2.3,Innovation,Red Hat
-0.7,Integrity,Red Hat
-0.1,Performance,Red Hat
-0.2,Respect,Red Hat
-0.7,Agility,Regeneron Pharmaceuticals
0.4,Collaboration,Regeneron Pharmaceuticals
1.7,Customer,Regeneron Pharmaceuticals
-0.1,Diversity,Regeneron Pharmaceuticals
-0.6,Execution,Regeneron Pharmaceuticals
1.7,Innovation,Regeneron Pharmaceuticals
-0.5,Integrity,Regeneron Pharmaceuticals
-0.8,Performance,Regeneron Pharmaceuticals
-1.1,Respect,Regeneron Pharmaceuticals
-1.2,Agility,Regions Financial
1.4,Collaboration,Regions Financial
1.1,Customer,Regions Financial
-0.2,Diversity,Regions Financial
-0.4,Execution,Regions Financial
1.5,Innovation,Regions Financial
-0.6,Integrity,Regions Financial
-0.9,Performance,Regions Financial
-0.8,Respect,Regions Financial
-0.3,Agility,ResCare
0.5,Collaboration,ResCare
1,Customer,ResCare
0.2,Diversity,ResCare
-0.6,Execution,ResCare
2.1,Innovation,ResCare
-1,Integrity,ResCare
-0.9,Performance,ResCare
-1,Respect,ResCare
-0.5,Agility,Reynolds and Reynolds
1.3,Collaboration,Reynolds and Reynolds
0.9,Customer,Reynolds and Reynolds
-0.9,Diversity,Reynolds and Reynolds
-0.4,Execution,Reynolds and Reynolds
1.8,Innovation,Reynolds and Reynolds
-1.2,Integrity,Reynolds and Reynolds
0.1,Performance,Reynolds and Reynolds
-0.9,Respect,Reynolds and Reynolds
-0.5,Agility,Rite Aid
1.9,Collaboration,Rite Aid
1.4,Customer,Rite Aid
0.7,Diversity,Rite Aid
-0.4,Execution,Rite Aid
-0.4,Innovation,Rite Aid
-0.8,Integrity,Rite Aid
-0.9,Performance,Rite Aid
-1,Respect,Rite Aid
-1.6,Agility,Roche
0.5,Collaboration,Roche
1.2,Customer,Roche
0.6,Diversity,Roche
-0.7,Execution,Roche
1.4,Innovation,Roche
-0.7,Integrity,Roche
-1.1,Performance,Roche
0.4,Respect,Roche
-1.5,Agility,Rockwell Automation
0.2,Collaboration,Rockwell Automation
0.5,Customer,Rockwell Automation
1.1,Diversity,Rockwell Automation
-0.4,Execution,Rockwell Automation
-0.6,Innovation,Rockwell Automation
2,Integrity,Rockwell Automation
-0.7,Performance,Rockwell Automation
-0.7,Respect,Rockwell Automation
-1,Agility,Ross Stores
1.5,Collaboration,Ross Stores
0.3,Customer,Ross Stores
1.3,Diversity,Ross Stores
-1,Execution,Ross Stores
0.8,Innovation,Ross Stores
-1.2,Integrity,Ross Stores
0.3,Performance,Ross Stores
-0.9,Respect,Ross Stores
-1,Agility,Royal Caribbean International
0.7,Collaboration,Royal Caribbean International
0.5,Customer,Royal Caribbean International
1.1,Diversity,Royal Caribbean International
-0.8,Execution,Royal Caribbean International
1.9,Innovation,Royal Caribbean International
-0.8,Integrity,Royal Caribbean International
-0.6,Performance,Royal Caribbean International
-0.9,Respect,Royal Caribbean International
-1.1,Agility,Ryder System
1.3,Collaboration,Ryder System
0.9,Customer,Ryder System
0.7,Diversity,Ryder System
-0.2,Execution,Ryder System
1.3,Innovation,Ryder System
-0.8,Integrity,Ryder System
-1,Performance,Ryder System
-1.2,Respect,Ryder System
-0.8,Agility,Safeway
1.2,Collaboration,Safeway
1.4,Customer,Safeway
1.3,Diversity,Safeway
-0.7,Execution,Safeway
0.4,Innovation,Safeway
-0.8,Integrity,Safeway
-0.7,Performance,Safeway
-1.2,Respect,Safeway
-0.9,Agility,Sage
1.8,Collaboration,Sage
1.1,Customer,Sage
0.6,Diversity,Sage
-0.3,Execution,Sage
0.6,Innovation,Sage
-1,Integrity,Sage
-1.1,Performance,Sage
-0.9,Respect,Sage
-1.2,Agility,SAIC
0.1,Collaboration,SAIC
0.4,Customer,SAIC
0.1,Diversity,SAIC
0.1,Execution,SAIC
2,Innovation,SAIC
0.7,Integrity,SAIC
-1.3,Performance,SAIC
-0.9,Respect,SAIC
-0.7,Agility,Saks Fifth Avenue
0,Collaboration,Saks Fifth Avenue
1.2,Customer,Saks Fifth Avenue
0.3,Diversity,Saks Fifth Avenue
0.3,Execution,Saks Fifth Avenue
2,Innovation,Saks Fifth Avenue
-1.1,Integrity,Saks Fifth Avenue
-0.9,Performance,Saks Fifth Avenue
-1,Respect,Saks Fifth Avenue
-1.3,Agility,Salesforce.com
0.1,Collaboration,Salesforce.com
1,Customer,Salesforce.com
0.4,Diversity,Salesforce.com
-0.6,Execution,Salesforce.com
2.1,Innovation,Salesforce.com
-0.3,Integrity,Salesforce.com
-0.3,Performance,Salesforce.com
-1.1,Respect,Salesforce.com
-0.9,Agility,Sam's Club
1.4,Collaboration,Sam's Club
1.1,Customer,Sam's Club
0.2,Diversity,Sam's Club
-1,Execution,Sam's Club
1.3,Innovation,Sam's Club
-1,Integrity,Sam's Club
-0.1,Performance,Sam's Club
-1,Respect,Sam's Club
-0.5,Agility,Samsung Electronics
0.5,Collaboration,Samsung Electronics
0.7,Customer,Samsung Electronics
-0.5,Diversity,Samsung Electronics
-0.7,Execution,Samsung Electronics
2.3,Innovation,Samsung Electronics
-0.9,Integrity,Samsung Electronics
0,Performance,Samsung Electronics
-1.1,Respect,Samsung Electronics
-1.9,Agility,SAP
-0.2,Collaboration,SAP
0.3,Customer,SAP
1.6,Diversity,SAP
-0.7,Execution,SAP
1.2,Innovation,SAP
0.2,Integrity,SAP
-0.8,Performance,SAP
0.3,Respect,SAP
-0.7,Agility,Save-A-Lot Food Stores
1.2,Collaboration,Save-A-Lot Food Stores
1.6,Customer,Save-A-Lot Food Stores
1,Diversity,Save-A-Lot Food Stores
-1,Execution,Save-A-Lot Food Stores
0.5,Innovation,Save-A-Lot Food Stores
-1,Integrity,Save-A-Lot Food Stores
-0.5,Performance,Save-A-Lot Food Stores
-1,Respect,Save-A-Lot Food Stores
-1.1,Agility,Schlumberger
0.5,Collaboration,Schlumberger
-0.1,Customer,Schlumberger
1.9,Diversity,Schlumberger
-0.5,Execution,Schlumberger
1.4,Innovation,Schlumberger
-0.8,Integrity,Schlumberger
-0.4,Performance,Schlumberger
-1,Respect,Schlumberger
-1.2,Agility,Schneider Electric
-0.1,Collaboration,Schneider Electric
0.3,Customer,Schneider Electric
2.1,Diversity,Schneider Electric
0,Execution,Schneider Electric
1.1,Innovation,Schneider Electric
-0.5,Integrity,Schneider Electric
-0.9,Performance,Schneider Electric
-0.8,Respect,Schneider Electric
-1.2,Agility,Seagate Technology
1.6,Collaboration,Seagate Technology
0,Customer,Seagate Technology
0.6,Diversity,Seagate Technology
0,Execution,Seagate Technology
1.5,Innovation,Seagate Technology
-1,Integrity,Seagate Technology
-0.7,Performance,Seagate Technology
-0.8,Respect,Seagate Technology
-0.8,Agility,Sears
1.1,Collaboration,Sears
0.1,Customer,Sears
1.4,Diversity,Sears
-0.7,Execution,Sears
1.5,Innovation,Sears
-1,Integrity,Sears
-0.5,Performance,Sears
-1,Respect,Sears
-0.5,Agility,SeaWorld Parks & Entertainment
1.3,Collaboration,SeaWorld Parks & Entertainment
1.8,Customer,SeaWorld Parks & Entertainment
0.8,Diversity,SeaWorld Parks & Entertainment
-0.9,Execution,SeaWorld Parks & Entertainment
0,Innovation,SeaWorld Parks & Entertainment
-1.1,Integrity,SeaWorld Parks & Entertainment
-1.1,Performance,SeaWorld Parks & Entertainment
-0.5,Respect,SeaWorld Parks & Entertainment
-0.6,Agility,ShopRite Supermarkets
1,Collaboration,ShopRite Supermarkets
1,Customer,ShopRite Supermarkets
-0.2,Diversity,ShopRite Supermarkets
-0.7,Execution,ShopRite Supermarkets
2,Innovation,ShopRite Supermarkets
-0.7,Integrity,ShopRite Supermarkets
-1,Performance,ShopRite Supermarkets
-0.9,Respect,ShopRite Supermarkets
-1.6,Agility,Siemens
0.2,Collaboration,Siemens
-0.4,Customer,Siemens
1.6,Diversity,Siemens
-0.3,Execution,Siemens
1.4,Innovation,Siemens
0,Integrity,Siemens
-1.2,Performance,Siemens
0.3,Respect,Siemens
-0.3,Agility,Six Flags
1.7,Collaboration,Six Flags
1.1,Customer,Six Flags
1.2,Diversity,Six Flags
-0.8,Execution,Six Flags
-1.1,Innovation,Six Flags
-0.7,Integrity,Six Flags
-0.4,Performance,Six Flags
-0.9,Respect,Six Flags
-0.4,Agility,SolarCity
0.9,Collaboration,SolarCity
0,Customer,SolarCity
-0.7,Diversity,SolarCity
-0.4,Execution,SolarCity
2.4,Innovation,SolarCity
-0.8,Integrity,SolarCity
-0.3,Performance,SolarCity
-0.9,Respect,SolarCity
-0.6,Agility,Sonic
0.9,Collaboration,Sonic
1.3,Customer,Sonic
-0.4,Diversity,Sonic
-1,Execution,Sonic
1.8,Innovation,Sonic
-0.8,Integrity,Sonic
-0.3,Performance,Sonic
-1,Respect,Sonic
-1,Agility,Sony Electronics
0.6,Collaboration,Sony Electronics
-1,Customer,Sony Electronics
1.5,Diversity,Sony Electronics
-0.6,Execution,Sony Electronics
1.3,Innovation,Sony Electronics
0.2,Integrity,Sony Electronics
-1.5,Performance,Sony Electronics
0.4,Respect,Sony Electronics
-1.2,Agility,Southwest Airlines
1,Collaboration,Southwest Airlines
1.7,Customer,Southwest Airlines
0,Diversity,Southwest Airlines
-1.1,Execution,Southwest Airlines
0.5,Innovation,Southwest Airlines
-0.5,Integrity,Southwest Airlines
-1.2,Performance,Southwest Airlines
0.7,Respect,Southwest Airlines
0.2,Agility,SpaceX
-0.1,Collaboration,SpaceX
0.5,Customer,SpaceX
0.5,Diversity,SpaceX
-0.2,Execution,SpaceX
2.2,Innovation,SpaceX
-1.6,Integrity,SpaceX
-0.6,Performance,SpaceX
-0.9,Respect,SpaceX
-0.9,Agility,Spectrum
0,Collaboration,Spectrum
-0.1,Customer,Spectrum
1.5,Diversity,Spectrum
-0.7,Execution,Spectrum
1.8,Innovation,Spectrum
-0.9,Integrity,Spectrum
0.2,Performance,Spectrum
-1,Respect,Spectrum
-0.7,Agility,Sprint
0.5,Collaboration,Sprint
-0.3,Customer,Sprint
0.9,Diversity,Sprint
-0.4,Execution,Sprint
2.3,Innovation,Sprint
-1,Integrity,Sprint
-0.4,Performance,Sprint
-0.9,Respect,Sprint
-0.2,Agility,Sprouts Farmers Market
0.8,Collaboration,Sprouts Farmers Market
2.1,Customer,Sprouts Farmers Market
0.3,Diversity,Sprouts Farmers Market
-0.9,Execution,Sprouts Farmers Market
0.6,Innovation,Sprouts Farmers Market
-0.9,Integrity,Sprouts Farmers Market
-0.5,Performance,Sprouts Farmers Market
-1.2,Respect,Sprouts Farmers Market
-0.9,Agility,SRA International
0,Collaboration,SRA International
1.7,Customer,SRA International
0.4,Diversity,SRA International
0.8,Execution,SRA International
0.8,Innovation,SRA International
0.1,Integrity,SRA International
-1.7,Performance,SRA International
-1,Respect,SRA International
-0.6,Agility,St. Jude Medical
0.2,Collaboration,St. Jude Medical
2.1,Customer,St. Jude Medical
-0.2,Diversity,St. Jude Medical
-0.5,Execution,St. Jude Medical
1.4,Innovation,St. Jude Medical
-1,Integrity,St. Jude Medical
-0.7,Performance,St. Jude Medical
-0.6,Respect,St. Jude Medical
-0.9,Agility,Starbucks
1.4,Collaboration,Starbucks
0.8,Customer,Starbucks
1.3,Diversity,Starbucks
-1.2,Execution,Starbucks
0.9,Innovation,Starbucks
-0.6,Integrity,Starbucks
-0.8,Performance,Starbucks
-0.8,Respect,Starbucks
-0.7,Agility,Starwood Hotels & Resorts
0.6,Collaboration,Starwood Hotels & Resorts
0.5,Customer,Starwood Hotels & Resorts
0.4,Diversity,Starwood Hotels & Resorts
-0.5,Execution,Starwood Hotels & Resorts
2.3,Innovation,Starwood Hotels & Resorts
-1.1,Integrity,Starwood Hotels & Resorts
-0.5,Performance,Starwood Hotels & Resorts
-1,Respect,Starwood Hotels & Resorts
-1.3,Agility,State Farm
1.2,Collaboration,State Farm
0.8,Customer,State Farm
1.3,Diversity,State Farm
-1.2,Execution,State Farm
0.3,Innovation,State Farm
-0.5,Integrity,State Farm
0.6,Performance,State Farm
-1.2,Respect,State Farm
-0.9,Agility,State Street
1,Collaboration,State Street
-0.2,Customer,State Street
2.1,Diversity,State Street
-0.3,Execution,State Street
0.8,Innovation,State Street
-0.6,Integrity,State Street
-1,Performance,State Street
-0.8,Respect,State Street
-0.3,Agility,Stop & Shop
1.3,Collaboration,Stop & Shop
1.2,Customer,Stop & Shop
1.6,Diversity,Stop & Shop
-0.6,Execution,Stop & Shop
-1.2,Innovation,Stop & Shop
-0.8,Integrity,Stop & Shop
-0.8,Performance,Stop & Shop
-0.5,Respect,Stop & Shop
-1.4,Agility,Stryker
0.1,Collaboration,Stryker
1.6,Customer,Stryker
-0.5,Diversity,Stryker
0.1,Execution,Stryker
1.2,Innovation,Stryker
-0.3,Integrity,Stryker
0.6,Performance,Stryker
-1.6,Respect,Stryker
0,Agility,Subway
1.7,Collaboration,Subway
1.4,Customer,Subway
-0.7,Diversity,Subway
-1,Execution,Subway
0.8,Innovation,Subway
-0.8,Integrity,Subway
-0.5,Performance,Subway
-1.1,Respect,Subway
-1.1,Agility,Sunrise Senior Living
1,Collaboration,Sunrise Senior Living
1,Customer,Sunrise Senior Living
-0.6,Diversity,Sunrise Senior Living
-0.7,Execution,Sunrise Senior Living
2,Innovation,Sunrise Senior Living
-0.7,Integrity,Sunrise Senior Living
-0.6,Performance,Sunrise Senior Living
-0.2,Respect,Sunrise Senior Living
-1,Agility,SunTrust
1.4,Collaboration,SunTrust
1.2,Customer,SunTrust
1.4,Diversity,SunTrust
-1,Execution,SunTrust
-0.1,Innovation,SunTrust
-0.8,Integrity,SunTrust
-0.1,Performance,SunTrust
-1.1,Respect,SunTrust
-0.8,Agility,SuperValu
1,Collaboration,SuperValu
1.8,Customer,SuperValu
0.5,Diversity,SuperValu
-0.1,Execution,SuperValu
-0.1,Innovation,SuperValu
-1.9,Integrity,SuperValu
0.2,Performance,SuperValu
-0.6,Respect,SuperValu
-0.5,Agility,Support.com
0.3,Collaboration,Support.com
-0.6,Customer,Support.com
0.2,Diversity,Support.com
-0.6,Execution,Support.com
2.4,Innovation,Support.com
-0.9,Integrity,Support.com
0.5,Performance,Support.com
-1,Respect,Support.com
-0.3,Agility,Sutherland
1.1,Collaboration,Sutherland
0.5,Customer,Sutherland
0.2,Diversity,Sutherland
-1,Execution,Sutherland
1.9,Innovation,Sutherland
-1,Integrity,Sutherland
-0.2,Performance,Sutherland
-1.3,Respect,Sutherland
-0.9,Agility,Sutter Health
0.7,Collaboration,Sutter Health
1.6,Customer,Sutter Health
0.4,Diversity,Sutter Health
-0.6,Execution,Sutter Health
1.5,Innovation,Sutter Health
-0.7,Integrity,Sutter Health
-1.2,Performance,Sutter Health
-0.7,Respect,Sutter Health
-1.5,Agility,Symantec
1,Collaboration,Symantec
0.3,Customer,Symantec
1.8,Diversity,Symantec
-0.6,Execution,Symantec
0.8,Innovation,Symantec
-0.1,Integrity,Symantec
-0.8,Performance,Symantec
-0.9,Respect,Symantec
-0.7,Agility,T-Mobile
0.5,Collaboration,T-Mobile
0.3,Customer,T-Mobile
0.6,Diversity,T-Mobile
-1.1,Execution,T-Mobile
2.2,Innovation,T-Mobile
-1,Integrity,T-Mobile
0,Performance,T-Mobile
-0.9,Respect,T-Mobile
-1.2,Agility,T. Rowe Price
1.4,Collaboration,T. Rowe Price
1.1,Customer,T. Rowe Price
0.3,Diversity,T. Rowe Price
-1,Execution,T. Rowe Price
-0.6,Innovation,T. Rowe Price
1.3,Integrity,T. Rowe Price
-1.2,Performance,T. Rowe Price
0,Respect,T. Rowe Price
-0.4,Agility,Taco Bell
1.5,Collaboration,Taco Bell
1,Customer,Taco Bell
-0.5,Diversity,Taco Bell
-1.1,Execution,Taco Bell
1.6,Innovation,Taco Bell
-1.1,Integrity,Taco Bell
-0.2,Performance,Taco Bell
-0.8,Respect,Taco Bell
-1.2,Agility,Takeda Pharmaceutical Company
0.5,Collaboration,Takeda Pharmaceutical Company
2.1,Customer,Takeda Pharmaceutical Company
0.8,Diversity,Takeda Pharmaceutical Company
-1,Execution,Takeda Pharmaceutical Company
0.2,Innovation,Takeda Pharmaceutical Company
0.1,Integrity,Takeda Pharmaceutical Company
-0.9,Performance,Takeda Pharmaceutical Company
-0.5,Respect,Takeda Pharmaceutical Company
-1,Agility,Target
1.5,Collaboration,Target
0.7,Customer,Target
1,Diversity,Target
-0.8,Execution,Target
1.1,Innovation,Target
-1,Integrity,Target
-0.5,Performance,Target
-1.1,Respect,Target
-1.1,Agility,Tata Consultancy Services
0.8,Collaboration,Tata Consultancy Services
0.5,Customer,Tata Consultancy Services
0.8,Diversity,Tata Consultancy Services
-0.2,Execution,Tata Consultancy Services
1.7,Innovation,Tata Consultancy Services
0,Integrity,Tata Consultancy Services
-1.4,Performance,Tata Consultancy Services
-1.1,Respect,Tata Consultancy Services
-1.1,Agility,TD
1,Collaboration,TD
0.5,Customer,TD
2.1,Diversity,TD
-0.9,Execution,TD
-0.1,Innovation,TD
-0.9,Integrity,TD
0,Performance,TD
-0.7,Respect,TD
-0.7,Agility,TD Ameritrade
0.2,Collaboration,TD Ameritrade
0,Customer,TD Ameritrade
0.6,Diversity,TD Ameritrade
-1,Execution,TD Ameritrade
2.3,Innovation,TD Ameritrade
-1,Integrity,TD Ameritrade
0.2,Performance,TD Ameritrade
-0.7,Respect,TD Ameritrade
-1,Agility,Tech Data
0.4,Collaboration,Tech Data
0.9,Customer,Tech Data
1.5,Diversity,Tech Data
-1,Execution,Tech Data
0.9,Innovation,Tech Data
0.5,Integrity,Tech Data
-1.2,Performance,Tech Data
-1.2,Respect,Tech Data
0.3,Agility,Tesla
0.1,Collaboration,Tesla
0.1,Customer,Tesla
-0.1,Diversity,Tesla
-0.5,Execution,Tesla
2.6,Innovation,Tesla
-0.9,Integrity,Tesla
-0.6,Performance,Tesla
-0.9,Respect,Tesla
-1.4,Agility,Tenet Healthcare
0.5,Collaboration,Tenet Healthcare
0,Customer,Tenet Healthcare
1.7,Diversity,Tenet Healthcare
-0.9,Execution,Tenet Healthcare
1.3,Innovation,Tenet Healthcare
-0.7,Integrity,Tenet Healthcare
0.4,Performance,Tenet Healthcare
-0.9,Respect,Tenet Healthcare
-1,Agility,Teva Pharmaceutical Industries
0,Collaboration,Teva Pharmaceutical Industries
1.9,Customer,Teva Pharmaceutical Industries
1.6,Diversity,Teva Pharmaceutical Industries
0,Execution,Teva Pharmaceutical Industries
-0.2,Innovation,Teva Pharmaceutical Industries
-1.1,Integrity,Teva Pharmaceutical Industries
-0.3,Performance,Teva Pharmaceutical Industries
-0.8,Respect,Teva Pharmaceutical Industries
-1.1,Agility,The Gap
1.3,Collaboration,The Gap
0.2,Customer,The Gap
1.4,Diversity,The Gap
-1.1,Execution,The Gap
1.3,Innovation,The Gap
-0.4,Integrity,The Gap
-0.4,Performance,The Gap
-1,Respect,The Gap
-1.1,Agility,The Hartford
1,Collaboration,The Hartford
0.4,Customer,The Hartford
1.5,Diversity,The Hartford
-1.2,Execution,The Hartford
0.4,Innovation,The Hartford
0.7,Integrity,The Hartford
-0.3,Performance,The Hartford
-1.4,Respect,The Hartford
-1.2,Agility,Thomson Reuters
0.4,Collaboration,Thomson Reuters
-0.1,Customer,Thomson Reuters
1.8,Diversity,Thomson Reuters
-0.3,Execution,Thomson Reuters
1.5,Innovation,Thomson Reuters
-0.6,Integrity,Thomson Reuters
-1,Performance,Thomson Reuters
-0.6,Respect,Thomson Reuters
-1.7,Agility,Texas Instruments
0.9,Collaboration,Texas Instruments
-0.7,Customer,Texas Instruments
1.3,Diversity,Texas Instruments
-0.6,Execution,Texas Instruments
-0.5,Innovation,Texas Instruments
1.5,Integrity,Texas Instruments
-0.3,Performance,Texas Instruments
0.3,Respect,Texas Instruments
-1.3,Agility,TIAA
-0.1,Collaboration,TIAA
1.9,Customer,TIAA
1.4,Diversity,TIAA
-0.7,Execution,TIAA
-0.1,Innovation,TIAA
0.4,Integrity,TIAA
-0.6,Performance,TIAA
-0.8,Respect,TIAA
0.1,Agility,Tim Hortons
1.9,Collaboration,Tim Hortons
1.5,Customer,Tim Hortons
-0.1,Diversity,Tim Hortons
-0.3,Execution,Tim Hortons
-1.1,Innovation,Tim Hortons
-0.5,Integrity,Tim Hortons
-1.1,Performance,Tim Hortons
-0.5,Respect,Tim Hortons
-1,Agility,TJX Companies
1.3,Collaboration,TJX Companies
1.6,Customer,TJX Companies
1.1,Diversity,TJX Companies
-0.8,Execution,TJX Companies
0,Innovation,TJX Companies
-0.9,Integrity,TJX Companies
-0.3,Performance,TJX Companies
-0.9,Respect,TJX Companies
-0.7,Agility,Tommy Hilfiger
1.3,Collaboration,Tommy Hilfiger
0.6,Customer,Tommy Hilfiger
1.7,Diversity,Tommy Hilfiger
-0.1,Execution,Tommy Hilfiger
-1.3,Innovation,Tommy Hilfiger
-0.6,Integrity,Tommy Hilfiger
0.2,Performance,Tommy Hilfiger
-1.1,Respect,Tommy Hilfiger
-1.9,Agility,Toyota Motor North America
0.9,Collaboration,Toyota Motor North America
0.7,Customer,Toyota Motor North America
0.6,Diversity,Toyota Motor North America
0.1,Execution,Toyota Motor North America
0.8,Innovation,Toyota Motor North America
-0.5,Integrity,Toyota Motor North America
-1.5,Performance,Toyota Motor North America
0.9,Respect,Toyota Motor North America
-0.9,Agility,Trader Joe's
1.1,Collaboration,Trader Joe's
0.9,Customer,Trader Joe's
-0.6,Diversity,Trader Joe's
-0.9,Execution,Trader Joe's
1.9,Innovation,Trader Joe's
-1.1,Integrity,Trader Joe's
-0.3,Performance,Trader Joe's
-0.1,Respect,Trader Joe's
-1.4,Agility,"The Travelers Companies, Inc. "
1.4,Collaboration,"The Travelers Companies, Inc. "
1.1,Customer,"The Travelers Companies, Inc. "
1.2,Diversity,"The Travelers Companies, Inc. "
-1,Execution,"The Travelers Companies, Inc. "
0.3,Innovation,"The Travelers Companies, Inc. "
0,Integrity,"The Travelers Companies, Inc. "
-0.6,Performance,"The Travelers Companies, Inc. "
-1,Respect,"The Travelers Companies, Inc. "
-0.4,Agility,TripAdvisor
1.1,Collaboration,TripAdvisor
-0.4,Customer,TripAdvisor
2.1,Diversity,TripAdvisor
-0.6,Execution,TripAdvisor
-0.1,Innovation,TripAdvisor
-1.5,Integrity,TripAdvisor
-0.4,Performance,TripAdvisor
0.1,Respect,TripAdvisor
-1,Agility,Turner Broadcasting
0.7,Collaboration,Turner Broadcasting
0.7,Customer,Turner Broadcasting
1.3,Diversity,Turner Broadcasting
-0.3,Execution,Turner Broadcasting
1.5,Innovation,Turner Broadcasting
-1.4,Integrity,Turner Broadcasting
-1,Performance,Turner Broadcasting
-0.3,Respect,Turner Broadcasting
-1.3,Agility,Turner Construction Company
1,Collaboration,Turner Construction Company
0.6,Customer,Turner Construction Company
1.2,Diversity,Turner Construction Company
-0.1,Execution,Turner Construction Company
1,Innovation,Turner Construction Company
0.3,Integrity,Turner Construction Company
-1.2,Performance,Turner Construction Company
-1.4,Respect,Turner Construction Company
-1.2,Agility,Twitter
1.8,Collaboration,Twitter
0.3,Customer,Twitter
0.6,Diversity,Twitter
-0.9,Execution,Twitter
0.8,Innovation,Twitter
-0.6,Integrity,Twitter
-1.3,Performance,Twitter
0.5,Respect,Twitter
-1.1,Agility,Tyson Foods
0.5,Collaboration,Tyson Foods
2,Customer,Tyson Foods
-0.4,Diversity,Tyson Foods
-0.5,Execution,Tyson Foods
1.2,Innovation,Tyson Foods
-0.9,Integrity,Tyson Foods
0,Performance,Tyson Foods
-1,Respect,Tyson Foods
-1,Agility,U.S. Bank
0.9,Collaboration,U.S. Bank
0.7,Customer,U.S. Bank
1,Diversity,U.S. Bank
-1.2,Execution,U.S. Bank
0,Innovation,U.S. Bank
1.5,Integrity,U.S. Bank
-0.4,Performance,U.S. Bank
-1.5,Respect,U.S. Bank
-1.6,Agility,U.S. Cellular
1,Collaboration,U.S. Cellular
1.2,Customer,U.S. Cellular
1.5,Diversity,U.S. Cellular
-0.9,Execution,U.S. Cellular
0,Innovation,U.S. Cellular
